id x y status inf_cout
607 226 767 SUSCEPTIBLE 1
608 180 948 SUSCEPTIBLE 1
609 28 867 SUSCEPTIBLE 0
610 117 624 SUSCEPTIBLE 0
611 480 16 SUSCEPTIBLE 1
612 53 872 SUSCEPTIBLE 0
613 961 731 SUSCEPTIBLE 0
614 708 76 SUSCEPTIBLE 0
615 563 745 SUSCEPTIBLE 2
616 50 957 SUSCEPTIBLE 0
617 151 851 SUSCEPTIBLE 1
618 747 325 SUSCEPTIBLE 1
619 858 91 SUSCEPTIBLE 0
620 853 660 SUSCEPTIBLE 0
621 87 45 SUSCEPTIBLE 1
622 100 426 SUSCEPTIBLE 0
623 359 27 SUSCEPTIBLE 1
624 704 926 SUSCEPTIBLE 1
625 10 349 SUSCEPTIBLE 0
626 549 626 SUSCEPTIBLE 0
627 202 38 SUSCEPTIBLE 1
628 405 278 SUSCEPTIBLE 0
629 20 389 SUSCEPTIBLE 0
630 209 406 SUSCEPTIBLE 1
631 434 222 SUSCEPTIBLE 0
632 872 267 SUSCEPTIBLE 1
633 491 626 SUSCEPTIBLE 0
634 154 822 SUSCEPTIBLE 1
635 385 646 SUSCEPTIBLE 0
636 51 351 SUSCEPTIBLE 0
637 911 868 SUSCEPTIBLE 1
638 276 757 SUSCEPTIBLE 0
639 229 38 SUSCEPTIBLE 0
640 119 1 SUSCEPTIBLE 0
641 278 164 SUSCEPTIBLE 0
642 114 107 SUSCEPTIBLE 0
643 504 704 SUSCEPTIBLE 1
644 534 283 SUSCEPTIBLE 1
645 24 135 SUSCEPTIBLE 0
646 412 835 SUSCEPTIBLE 1
647 104 277 SUSCEPTIBLE 0
648 650 870 SUSCEPTIBLE 1
649 620 175 SUSCEPTIBLE 1
650 492 379 SUSCEPTIBLE 1
651 802 509 SUSCEPTIBLE 0
652 969 619 SUSCEPTIBLE 1
653 615 101 SUSCEPTIBLE 1
654 434 329 SUSCEPTIBLE 0
655 912 38 SUSCEPTIBLE 0
656 362 61 SUSCEPTIBLE 1
657 573 378 SUSCEPTIBLE 2
658 493 156 SUSCEPTIBLE 1
659 887 741 SUSCEPTIBLE 0
660 318 322 SUSCEPTIBLE 1
661 473 204 SUSCEPTIBLE 0
662 182 861 SUSCEPTIBLE 1
663 87 9 SUSCEPTIBLE 1
664 459 80 SUSCEPTIBLE 0
665 177 757 SUSCEPTIBLE 1
666 544 5 SUSCEPTIBLE 1
667 723 75 SUSCEPTIBLE 1
668 499 809 SUSCEPTIBLE 0
669 71 724 SUSCEPTIBLE 1
670 678 320 SUSCEPTIBLE 0
671 669 734 SUSCEPTIBLE 1
672 551 865 SUSCEPTIBLE 1
673 555 832 SUSCEPTIBLE 0
674 818 169 SUSCEPTIBLE 1
675 962 770 SUSCEPTIBLE 1
676 885 101 SUSCEPTIBLE 2
677 199 278 SUSCEPTIBLE 1
678 766 142 SUSCEPTIBLE 0
679 464 454 SUSCEPTIBLE 0
680 400 630 SUSCEPTIBLE 1
681 147 625 SUSCEPTIBLE 0
682 82 18 SUSCEPTIBLE 0
683 673 815 SUSCEPTIBLE 0
684 916 21 SUSCEPTIBLE 1
685 4 549 SUSCEPTIBLE 1
686 949 499 SUSCEPTIBLE 0
687 753 426 SUSCEPTIBLE 0
688 633 904 SUSCEPTIBLE 1
689 987 256 SUSCEPTIBLE 1
690 993 904 SUSCEPTIBLE 1
691 988 144 SUSCEPTIBLE 1
692 327 683 SUSCEPTIBLE 1
693 343 331 SUSCEPTIBLE 2
694 284 82 SUSCEPTIBLE 2
695 991 474 SUSCEPTIBLE 1
696 539 672 SUSCEPTIBLE 0
